"barcode"	"name"	"batch"	"condition"	"strain.int"	"Glucose.Avg.g.L."	"Xylose.Avg.g.L."	"Pyruvate.Avg.g.L."	"Xylitol.Avg.g.L."	"Succinate.Avg.g.L."	"Lactate.Avg.g.L."	"Glycerol.Avg.g.L."	"Formate.Avg.g.L."	"Acetate.Avg.g.L."	"Ethanol.Avg.g.L."	"Cellobiose.Avg.g.L."	"Glucose_consumed"	"Percent_glucose_consumed"	"Percent_yield"	"Blank_glucose"
"668"	"I0044119"	"20191216-f-270"	20191216	"f"	270	0	0.2257820083	0	0	0	0.1273938384	0.3002143209	0.7394245391	0	0.0445169803	0	23.5594403264	100	0.369423777346944	23.5594403264
"670"	"I0044135"	"20191112-f-228"	20191112	"f"	228	0	0.2469248162	0	0	0	0	0	0	0	0	0	11.6780738912	100	0	11.6780738912
"672"	"I0044141"	"20191209-f-253"	20191209	"f"	253	0	0.2576425969	0	0	0	0.1306619408	0.29256993	0.7193407295	0.32918033748	2.370766807	0	23.5229849504	100	19.7042778950678	23.5229849504
"673"	"I0044142"	"20191224-f-293"	20191224	"f"	293	0	0.2144952349	0	0	0	0.1387511248	0.3538493787	0.7873238174	0.5590197354	5.4071354674	0	22.3201070752	100	47.362551781713	22.3201070752
"674"	"I0044143"	"20191112-t-226"	20191112	"t"	226	0	0.2643999482	0	0	0	0	0.3098561439	0	0	0.0499928605	0	11.6780738912	100	0.8369526420224	11.6780738912
"675"	"I0044149"	"20191112-t-224"	20191112	"t"	224	0	0.2317091407	0	0	0	0.1727311024	0	0	0	0	0	11.6780738912	100	0	11.6780738912
"680"	"I0044204"	"20191216-t-283"	20191216	"t"	283	0	0.2333230382	0	0	0	0.1297629424	0.3097023536	0.7460929052	0	6.042918974	0	23.5594403264	100	50.147111024433	23.5594403264
"683"	"I0044229"	"20191112-t-218"	20191112	"t"	218	0	0.2507741494	0	0	0	0.1281811376	0.3223140791	0	0	0.049359398	0	11.6780738912	100	0.826347565463576	11.6780738912
"2"	"I0035166"	"NA-t-124"	NA	"t"	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6"	"I0035180"	"20190930-f-82"	20190930	"f"	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"8"	"I0035184"	"NA-f-27"	NA	"f"	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13"	"I0035339"	"NA-t-29"	NA	"t"	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"16"	"I0035371"	"NA-f-178"	NA	"f"	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21"	"I0035391"	"NA-t-30"	NA	"t"	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36"	"I0035520"	"NA-t-44"	NA	"t"	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"39"	"I0035532"	"NA-t-23"	NA	"t"	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"40"	"I0035533"	"NA-f-23"	NA	"f"	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"44"	"I0035569"	"NA-t-210"	NA	"t"	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"50"	"I0035583"	"NA-t-38"	NA	"t"	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"55"	"I0035615"	"NA-f-28"	NA	"f"	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"58"	"I0035621"	"NA-f-42"	NA	"f"	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"59"	"I0035625"	"NA-t-21"	NA	"t"	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"62"	"I0035639"	"20190916-f-46"	20190916	"f"	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"63"	"I0035641"	"NA-f-45"	NA	"f"	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"66"	"I0035646"	"20191007-t-102"	20191007	"t"	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"79"	"I0035696"	"NA-f-123"	NA	"f"	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80"	"I0035697"	"NA-f-30"	NA	"f"	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"82"	"I0035699"	"NA-f-21"	NA	"f"	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"89"	"I0035723"	"NA-t-42"	NA	"t"	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"96"	"I0035748"	"NA-f-43"	NA	"f"	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"98"	"I0035758"	"NA-f-31"	NA	"f"	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"102"	"I0035767"	"NA-f-38"	NA	"f"	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"110"	"I0035800"	"NA-f-147"	NA	"f"	147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"114"	"I0035806"	"NA-f-22"	NA	"f"	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"123"	"I0035858"	"NA-t-189"	NA	"t"	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"125"	"I0035866"	"NA-f-39"	NA	"f"	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"134"	"I0036646"	"NA-f-145"	NA	"f"	145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"136"	"I0036729"	"NA-t-45"	NA	"t"	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"142"	"I0036970"	"NA-t-123"	NA	"t"	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"160"	"I0037193"	"20190924-f-64"	20190924	"f"	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	"I0037213"	"NA-f-124"	NA	"f"	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"169"	"I0037225"	"NA-t-28"	NA	"t"	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"176"	"I0037260"	"20191028-t-146"	20191028	"t"	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"177"	"I0037272"	"NA-t-22"	NA	"t"	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"183"	"I0037313"	"NA-t-43"	NA	"t"	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"190"	"I0037356"	"NA-t-126"	NA	"t"	126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"201"	"I0037423"	"NA-t-27"	NA	"t"	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"202"	"I0037435"	"NA-t-147"	NA	"t"	147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"212"	"I0037474"	"NA-f-44"	NA	"f"	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"218"	"I0037486"	"NA-f-126"	NA	"f"	126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"232"	"I0037548"	"20191021-t-143"	20191021	"t"	143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"239"	"I0037588"	"NA-f-29"	NA	"f"	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"250"	"I0040060"	"NA-t-24"	NA	"t"	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"251"	"I0040065"	"NA-t-178"	NA	"t"	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"255"	"I0040071"	"NA-f-35"	NA	"f"	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"257"	"I0040082"	"NA-t-32"	NA	"t"	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"258"	"I0040408"	"NA-t-33"	NA	"t"	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"259"	"I0040533"	"NA-t-199"	NA	"t"	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	"I0040534"	"NA-f-199"	NA	"f"	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"270"	"I0040549"	"20191112-t-208"	20191112	"t"	208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"276"	"I0040559"	"NA-t-40"	NA	"t"	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	"I0040571"	"NA-f-25"	NA	"f"	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"286"	"I0040574"	"NA-f-158"	NA	"f"	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"287"	"I0040577"	"NA-f-179"	NA	"f"	179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"290"	"I0040582"	"20191105-f-187"	20191105	"f"	187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"295"	"I0040588"	"20191014-f-138"	20191014	"f"	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"299"	"I0040598"	"NA-f-189"	NA	"f"	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	"I0040607"	"NA-t-41"	NA	"t"	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"307"	"I0040612"	"NA-t-34"	NA	"t"	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"309"	"I0040617"	"NA-f-34"	NA	"f"	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"310"	"I0040618"	"NA-t-25"	NA	"t"	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"311"	"I0040619"	"NA-f-210"	NA	"f"	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"315"	"I0040626"	"NA-f-195"	NA	"f"	195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"322"	"I0040642"	"NA-t-36"	NA	"t"	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"325"	"I0040648"	"NA-f-26"	NA	"f"	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"327"	"I0040653"	"NA-f-32"	NA	"f"	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	"I0040661"	"NA-f-209"	NA	"f"	209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"337"	"I0040666"	"NA-t-168"	NA	"t"	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"342"	"I0040674"	"NA-t-169"	NA	"t"	169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348"	"I0040684"	"NA-t-145"	NA	"t"	145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"351"	"I0040692"	"NA-f-168"	NA	"f"	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"355"	"I0040698"	"NA-f-177"	NA	"f"	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"358"	"I0040706"	"NA-t-185"	NA	"t"	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"360"	"I0040708"	"NA-t-195"	NA	"t"	195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"361"	"I0040709"	"NA-t-35"	NA	"t"	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"362"	"I0040710"	"NA-f-36"	NA	"f"	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"367"	"I0040717"	"NA-f-41"	NA	"f"	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"372"	"I0040723"	"NA-f-169"	NA	"f"	169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"375"	"I0040728"	"20191014-t-138"	20191014	"t"	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"376"	"I0040729"	"NA-t-158"	NA	"t"	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"379"	"I0040735"	"NA-t-209"	NA	"t"	209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"380"	"I0040736"	"NA-t-39"	NA	"t"	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"391"	"I0040856"	"20191014-f-137"	20191014	"f"	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"400"	"I0040915"	"NA-t-37"	NA	"t"	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"404"	"I0040938"	"NA-f-185"	NA	"f"	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"406"	"I0040946"	"NA-t-180"	NA	"t"	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"408"	"I0040957"	"NA-f-24"	NA	"f"	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"409"	"I0040964"	"20191014-t-137"	20191014	"t"	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"411"	"I0040968"	"NA-t-179"	NA	"t"	179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"418"	"I0041015"	"NA-t-26"	NA	"t"	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"420"	"I0041020"	"NA-t-31"	NA	"t"	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"422"	"I0041026"	"NA-f-37"	NA	"f"	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"430"	"I0041117"	"NA-t-177"	NA	"t"	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"433"	"I0041152"	"NA-f-180"	NA	"f"	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"436"	"I0041170"	"NA-f-33"	NA	"f"	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"438"	"I0041180"	"NA-f-40"	NA	"f"	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"454"	"I0043566"	"NA-t-310"	NA	"t"	310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"458"	"I0043669"	"NA-t-299"	NA	"t"	299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"468"	"I0043690"	"NA-f-299"	NA	"f"	299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"470"	"I0043695"	"NA-t-328"	NA	"t"	328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"472"	"I0043701"	"20191209-t-249"	20191209	"t"	249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"490"	"I0043751"	"NA-f-275"	NA	"f"	275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"498"	"I0043769"	"NA-t-275"	NA	"t"	275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"510"	"I0043793"	"NA-f-327"	NA	"f"	327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"533"	"I0043835"	"NA-t-307"	NA	"t"	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"535"	"I0043839"	"NA-f-279"	NA	"f"	279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"556"	"I0043880"	"NA-f-328"	NA	"f"	328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"568"	"I0043897"	"NA-t-311"	NA	"t"	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"576"	"I0043908"	"NA-f-311"	NA	"f"	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"577"	"I0043909"	"NA-f-315"	NA	"f"	315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"578"	"I0043910"	"NA-t-321"	NA	"t"	321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"592"	"I0043937"	"NA-f-307"	NA	"f"	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"593"	"I0043938"	"NA-f-316"	NA	"f"	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"598"	"I0043947"	"NA-t-276"	NA	"t"	276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"599"	"I0043949"	"NA-f-321"	NA	"f"	321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"626"	"I0044001"	"NA-t-279"	NA	"t"	279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"632"	"I0044012"	"NA-t-217"	NA	"t"	217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"640"	"I0044035"	"NA-f-310"	NA	"f"	310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"650"	"I0044057"	"NA-t-312"	NA	"t"	312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"656"	"I0044070"	"NA-f-217"	NA	"f"	217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"657"	"I0044071"	"20191119-t-229"	20191119	"t"	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"665"	"I0044087"	"NA-f-276"	NA	"f"	276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"666"	"I0044089"	"NA-t-315"	NA	"t"	315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"671"	"I0044139"	"20191224-t-277"	20191224	"t"	277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"681"	"I0044207"	"NA-t-316"	NA	"t"	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"682"	"I0044219"	"NA-t-327"	NA	"t"	327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
